Report Download Date: 18-JUN-2026 03:53:14 PM
Username: Invoicing

Inv #,Type,Status,Cat.,Cat. Stn,Flt Date,Brd Flt #,Brd AC Type,Brd Dep.,Brd Dest.,Srv. Date,Srv Flt #,Srv AC Type,Srv Dep.,Srv Dest.,Item code,Service Description,Cabin Class,Item Price,Currency,Ord Qty,Billed Qty,Total Payment,Payment Currency,Vendor Invoice Number,Updated Date/Time,Updated By,Error Codes,Invoice Tags,Comments (Y/N)
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-411061,"IC C S1 HM-A MEAT",C,12.24,USD,14,14,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-411081,"IC C S1 HM-C POULTRY",C,7.62,USD,12,12,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-411091,"IC C S1 HM-D VEG",C,6.15,USD,8,8,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-411111,"IC C S1 HM GARNISH",C,5.28,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9120PX0,"IC C S2 America Short RG+SP-RSP",C,0,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-412010,"IC C S2 TSU",C,0.54,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-412030,"IC C S2 CUTLERY",C,0.81,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-412011,"IC C S2 COLD CUTS",C,3.49,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-412111,"IC C S2 OVERNIGHT OATS",C,2.74,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-411050,"IC C S1+S2 BUTTER",C,0.44,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9120LG0,"IC C S2 America LGML",C,0,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9120LG0,"IC C S2  LGML",C,14.11,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9110ME0,"IC C S1 BMML",C,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9110ME0,"IC C S1 BMML",C,12.24,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9110LG0,"IC C S1 LGML",C,0,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9110LG0,"IC C S1 LGML",C,26.2,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,8ATL-OVERHEAD-Y,"IC Y Overhead",Y,3,USD,56,56,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4300,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,6ATL-9210,"IC Y S1 BRD",Y,0,USD,56,56,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-421010,"IC Y S1 BRD Type 1",Y,0.8,USD,7,62,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200b",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9210PX0,"IC Y S1",Y,0,USD,52,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-421010,"IC Y S1 TSU",Y,2.3,USD,52,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-421011,"IC Y S1 ST",Y,2.05,USD,52,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-421021,"IC Y/M S1 HM VEG",Y,5.11,USD,21,21,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-421031,"IC Y/M S1 HM MEAT",Y,6.23,USD,31,31,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-421041,"IC Y S1 DE",Y,2.08,USD,52,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,6ATL-9220,"IC Y S2 America BRD",Y,0,USD,56,56,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-422011,"IC Y S2 BRD Type 1",Y,0.78,USD,7,62,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200b",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9240BK0,"IC Y S1+S2 BKML",Y,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9210BK1,"IC Y S1+S2 Used BKML 100%",Y,21.72,USD,1,0,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9220BK1,"IC Y S1+S2 Unused BKML 50%",Y,10.86,USD,1,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200b,F200d",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9220PX0,"IC Y S2 America",Y,0,USD,52,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-422010,"IC Y S2 TSU",Y,2.92,USD,52,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-422011,"IC Y S2 BREAKFAST PLATE",Y,3.21,USD,52,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9220VG0,"IC Y S2 America VGML",Y,0,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9220VG0,"IC Y S2  VGML",Y,6.89,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9210VG0,"IC Y S1 VGML",Y,0,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9210VG0,"IC Y S1 VGML",Y,12.8,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9220CH0,"IC Y S2 America CHML",Y,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9220CH0,"IC Y S2  CHML",Y,5.86,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9210CH0,"IC Y S1 CHML",Y,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9210CH0,"IC Y S1 CHML",Y,10.88,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,8ATL-OVERHEAD-M,"IC M Overhead",M,2.5,USD,174,174,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4300,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,6ATL-9310,"IC M S1 BRD",M,0,USD,174,174,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-431010,"IC M S1 BRD Type 1",M,0.28,USD,21,196,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200b",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9320PX0,"IC M S2 America",M,0,USD,163,163,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-432040,"IC M S2 Toast Veg",M,2.08,USD,163,163,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-432010,"IC M S2 JUICE",M,0.59,USD,163,163,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9310PX0,"IC M S1",M,0,USD,163,163,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-431010,"IC M S1 TSU",M,0.87,USD,163,163,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-431011,"IC M S1 SALAD",M,0.85,USD,163,163,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-421021,"IC Y/M S1 HM VEG",M,5.11,USD,17,17,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-421031,"IC Y/M S1 HM MEAT",M,6.23,USD,146,146,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-431020,"IC M S1 DE",M,1.33,USD,163,163,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9310AV0,"IC M S1 AVML",M,0,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9310AV0,"IC M S1 AVML",M,9.47,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9320LG0,"IC M S2 LGML",M,0,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9320LG0,"IC M S2 LGML ",M,2.78,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9320VL0,"IC M S2 VLML",M,0,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",Y
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9320VL0,"IC M S2 VLML ",M,2.78,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",Y
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9320AV0,"IC M S2 AVML",M,0,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9320AV0,"IC M S2 AVML",M,2.37,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9310LG0,"IC M S1 LGML",M,0,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9310LG0,"IC M S1 LGML",M,11.14,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9310VL0,"IC M S1 VLML",M,0,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",Y
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9310VL0,"IC M S1 VLML",M,11.14,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",Y
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9320VG0,"IC M S2 VGML",M,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9320VG0,"IC M S2 VGML ",M,2.78,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-9310VG0,"IC M S1 VGML",M,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-9310VG0,"IC M S1 VGML",M,11.14,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,8ALL-WETICE3333,"Wet Ice (3333)",X,9.36,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,8ALL-DRYICE3333,"Dry Ice (3333)",X,8.91,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,8ALL-GARBAGE3333,"International Garbage Charge (3333)",X,200,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3333-IC954,"SK0954-0956-0958",X,560,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,6ATL-9410,"IC X Standard and Replenish Load",X,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-443601,"Replenish Water Bottle 0,5L",X,0.35,USD,1,34,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4320,66324,F200,F200b",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-443602,"Replenish Still Water Bottle 1,5L",X,1.25,USD,1,90,0,,,16-JUN-2026 18:13 GMT,Invoicing,"200","4320,66324,F200,F200b",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-443603,"Replenish Sparkling Water Bottle 1,0L",X,1.94,USD,1,24,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4320,66324,F200,F200b",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-443607,"Standard Load C Milk Tetra 0,25L",X,1.5,USD,8,8,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-443608,"Standard Load Y/M Milk Tetra 0,25L",X,1.5,USD,6,6,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-443609,"Standard Load Y/M Lemon Slices",X,0.93,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,8ATL-OVERHEAD-P,"IC P Overhead",P,3,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4300,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-37BDX0,"CRW P/K Dummy B",P,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-37CDX0,"CRW P/K Dummy C",P,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-37ADX0,"CRW P/K Dummy A",P,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,6ATL-9350,"CRW P Line STD Load",P,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-453601,"CRW P Water Bottle 0,5L",P,0.35,USD,6,6,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ATL-453602,"CRW P Milk Tetra 0,25L",P,1.5,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-35O0,"CRW P CM (O)",P,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-550003,"CRW P CM TSU",P,1.19,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-550025,"CRW P CM - Poultry or Salmon A",P,4.3,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ALL-FOODMATERIAL,"CRW SAS Food Material Cost",P,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-35J0,"CRW P HM (J)",P,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,3ATL-550001,"CRW P HM TSU",P,1.4,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-550001,"CRW P HM Salad",P,0.81,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,2ATL-550010,"CRW P HM A",P,7.62,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,4ALL-FOODMATERIAL,"CRW SAS Food Material Cost",P,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7778993,Regular,PA,MA-US,ATL,09-MAY-2026,930,3333,ATL,CPH,09-MAY-2026,930,3333,ATL,CPH,5ATL-35F0,"CRW P HB (F)",P,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66321,F300",N
