Report Download Date: 18-JUN-2026 03:53:14 PM
Username: Invoicing

Inv #,Type,Status,Cat.,Cat. Stn,Flt Date,Brd Flt #,Brd AC Type,Brd Dep.,Brd Dest.,Srv. Date,Srv Flt #,Srv AC Type,Srv Dep.,Srv Dest.,Item code,Service Description,Cabin Class,Item Price,Currency,Ord Qty,Billed Qty,Total Payment,Payment Currency,Vendor Invoice Number,Updated Date/Time,Updated By,Error Codes,Invoice Tags,Comments (Y/N)
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,8ATL-OVERHEAD-C,"IC C Overhead",C,4,USD,32,32,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4300,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,6ATL-9120,"IC C S2 BRD",C,0,USD,32,32,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-412020,"IC C S2 BRD Croissant",C,0.98,USD,32,32,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-412010,"IC C S2 BRD Type 1",C,0.8,USD,19,19,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-412015,"IC C S2 BRD Type 2",C,0.56,USD,19,19,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9140BK0,"IC C S1+S2 BKML",C,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9120BK1,"IC C S1+S2 Unused BKML 50%",C,19.51,USD,1,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200b,F200d",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9110BK1,"IC C S1+S2 Used BKML 100%",C,39.01,USD,1,0,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9110PX0,"IC C S1 America RG+SP-RSP",C,0,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411041,"IC C S1 ST-A",C,6.2,USD,18,18,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411051,"IC C S1 ST-B",C,6.12,USD,18,18,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411181,"IC C S1 ST GARNISH",C,4.26,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9110XP0,"IC C S1 Express Meal Rotation",C,0,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-411010,"IC C S1 TSU",C,0.94,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-411080,"IC C S1 CUTLERY",C,1.04,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411191,"IC C S1 SALAD + Garnish",C,0.8,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411221,"IC C S1 ST-A + Garnish",C,6.35,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411231,"IC C S1 ST-B + Garnish",C,6.27,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411125,"IC C S1 CHEESE PLATED",C,3.1,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9120PX0,"IC C S2 America Short RG+SP-RSP",C,0,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-412010,"IC C S2 TSU",C,0.54,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-412030,"IC C S2 CUTLERY",C,0.81,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-412011,"IC C S2 COLD CUTS",C,3.49,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-412111,"IC C S2 OVERNIGHT OATS",C,2.74,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411050,"IC C S1+S2 BUTTER",C,0.44,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9110PY0,"IC C S1 America RG+Total SPML",C,0,USD,32,32,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-411080,"IC C S1 CUTLERY",C,1.04,USD,40,40,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411011,"IC C S1 SALAD",C,2.96,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411021,"IC C S1 SA GARNISH",C,1.5,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411050,"IC C S1+S2 BUTTER",C,0.44,USD,32,32,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-411010,"IC C S1 BRD Type 1",C,0.78,USD,24,24,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-411020,"IC C S1 BRD Type 2",C,0.94,USD,24,24,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411121,"IC C S1 DE CHEESE",C,24.81,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411141,"IC C S1 DE CAKE",C,18.95,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411151,"IC C S1 DE CAKE GARNISH",C,3.64,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411171,"IC C S1 DE FRUIT",C,4.48,USD,3,3,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-411050,"IC C STD LIME WEDGES",C,0.95,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-411060,"IC C STD CELERY STICKS",C,1.35,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-411070,"IC C STD LEMON SLICES",C,0.93,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9110PH0,"IC C S1 America RG",C,0,USD,30,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411061,"IC C S1 HM-A MEAT",C,12.24,USD,15,15,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411081,"IC C S1 HM-C POULTRY",C,7.62,USD,12,12,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411091,"IC C S1 HM-D VEG",C,6.15,USD,9,9,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-411111,"IC C S1 HM GARNISH",C,5.28,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9110LG0,"IC C S1 LGML",C,0,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9110LG0,"IC C S1 LGML",C,26.2,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9120LG0,"IC C S2 America LGML",C,0,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9120LG0,"IC C S2  LGML",C,14.11,USD,2,2,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,8ATL-OVERHEAD-Y,"IC Y Overhead",Y,3,USD,56,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4300,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,6ATL-9220,"IC Y S2 America BRD",Y,0,USD,56,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-422011,"IC Y S2 BRD Type 1",Y,0.78,USD,7,61,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200b",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9220PX0,"IC Y S2 America",Y,0,USD,55,51,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-422010,"IC Y S2 TSU",Y,2.92,USD,55,51,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-422011,"IC Y S2 BREAKFAST PLATE",Y,3.21,USD,55,51,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,6ATL-9210,"IC Y S1 BRD",Y,0,USD,56,52,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-421010,"IC Y S1 BRD Type 1",Y,0.8,USD,7,61,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200b",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9210PX0,"IC Y S1",Y,0,USD,55,51,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-421010,"IC Y S1 TSU",Y,2.3,USD,55,51,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-421011,"IC Y S1 ST",Y,2.05,USD,55,51,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-421021,"IC Y/M S1 HM VEG",Y,5.11,USD,22,21,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-421031,"IC Y/M S1 HM MEAT",Y,6.23,USD,33,30,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-421041,"IC Y S1 DE",Y,2.08,USD,55,51,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9240BK0,"IC Y S1+S2 BKML",Y,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9210BK1,"IC Y S1+S2 Used BKML 100%",Y,21.72,USD,1,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200b,F200d",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9220BK1,"IC Y S1+S2 Unused BKML 50%",Y,10.86,USD,1,0,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F101",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9220VG0,"IC Y S2 America VGML",Y,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9220VG0,"IC Y S2  VGML",Y,6.89,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9210VG0,"IC Y S1 VGML",Y,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9210VG0,"IC Y S1 VGML",Y,12.8,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,8ATL-OVERHEAD-M,"IC M Overhead",M,2.5,USD,158,170,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4300,66324,F200",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,6ATL-9310,"IC M S1 BRD",M,0,USD,158,170,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-431010,"IC M S1 BRD Type 1",M,0.28,USD,19,192,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200b",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9310PX0,"IC M S1",M,0,USD,148,160,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200c",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-431010,"IC M S1 TSU",M,0.87,USD,148,160,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200c",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-431011,"IC M S1 SALAD",M,0.85,USD,148,160,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200c",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-421021,"IC Y/M S1 HM VEG",M,5.11,USD,15,16,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200c",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-421031,"IC Y/M S1 HM MEAT",M,6.23,USD,133,144,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200c",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,2ATL-431020,"IC M S1 DE",M,1.33,USD,148,160,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200c",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9320PX0,"IC M S2 America",M,0,USD,149,161,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200c",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-432040,"IC M S2 Toast Veg",M,2.08,USD,149,161,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200c",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,4ATL-432010,"IC M S2 JUICE",M,0.59,USD,149,161,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324,F200,F200c",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9320AV0,"IC M S2 AVML",M,0,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9320AV0,"IC M S2 AVML",M,2.37,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9310CK0,"IC M S1 CKML",M,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9310CK0,"IC M S1 CKML",M,16.93,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9310LG0,"IC M S1 LGML",M,0,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",Y
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9310LG0,"IC M S1 LGML",M,11.14,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",Y
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9320LG0,"IC M S2 LGML",M,0,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",Y
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9320LG0,"IC M S2 LGML ",M,2.78,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",Y
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9310AV0,"IC M S1 AVML",M,0,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9310AV0,"IC M S1 AVML",M,9.47,USD,4,4,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9320VL0,"IC M S2 VLML",M,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9320VL0,"IC M S2 VLML ",M,2.78,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,5ATL-9310VL0,"IC M S1 VLML",M,0,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,3ATL-9310VL0,"IC M S1 VLML",M,11.14,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"4310,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,8ALL-DRYICE3333,"Dry Ice (3333)",X,8.91,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
SK-7776698,Regular,PA,MA-US,ATL,02-MAY-2026,930,3333,ATL,CPH,02-MAY-2026,930,3333,ATL,CPH,8ALL-WETICE3333,"Wet Ice (3333)",X,9.36,USD,1,1,0,,,16-JUN-2026 18:13 GMT,Invoicing,,"6624,66324",N
